project_id,project_title,award_amount_m,award_holder_name,hrcs_health_category,inpmceurope,trialscientific,trialpubtype,trialidtype
16/93/01,"Alpha 2 agonists for sedation to produce Better outcomes from critical illness (A2B Trial): A randomised, parallel-group, allocation concealed, controlled, open, phase 3 pragmatic clinical and cost- effectiveness trial with internal pilot",1.99140586,Professor Timothy Walsh,Generic Health Relevance,TRUE,TRUE,TRUE,TRUE
17/116/01,"Letrozole or Clomifene, with or without metformin, for ovulation induction in women with polycystic ovary syndrome: a 2x2 factorial design randomised trial (The LOCI trial)",2.26709225,Professor Arri Coomarasamy,Reproductive Health and Childbirth,TRUE,TRUE,FALSE,FALSE
17/120/01,Sugar or Salt (SOS) trial: Hyperosmolar therapy in traumatic brain injury,1.5350566200000002,Mr Angelos Kolias,Injuries and Accidents,TRUE,TRUE,FALSE,TRUE
17/127/07,Selective Caries Removal in Permanent Teeth (SCRIPT),2.45525508,Professor Janet Clarkson,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
17/147/47,CHAPS: Compression Hosiery to Avoid Post-Thrombotic Syndrome,0.93851424,Professor Alun Davies,"Blood,Cardiovascular,Skin",TRUE,TRUE,TRUE,FALSE
17/65/03,"Dequalinium versus usual care antibiotics for the treatment of bacterial vaginosis (DEVA): a multicentre randomised, open label, non-inferiority trial",1.81038298,Dr Janet Wilson,Infection,TRUE,TRUE,TRUE,FALSE
17/68/01,Testosterone Effects and Safety in Men with Low Testosterone levels (TESTES): An evidence synthesis and economic evaluation,0.53890723,Dr Channa Jayasena,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
17/78/10,The clinical and cost-effectiveness of exercise intervention for depression in adolescents: a phased multi-site randomised controlled trial,0.92132641,Professor Daksha Trivedi,Mental Health,TRUE,TRUE,FALSE,FALSE
17/82/02,What is the clinical and cost-effectiveness of using a goal-directed allopurinol-based treat-to-target protocol in people with recurrent gout attacks?,1.78742231,Professor Abhishek Abhishek,Musculoskeletal,FALSE,FALSE,FALSE,FALSE
17/83/06,The Use of Rituximab In the treatment of Nephrotic Glomerulonephritis (TURING),1.63226799,Dr Lisa Willcocks,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
17/30/02,The CATHETER II study: Randomised Controlled Trial CompAring THE Clinical And CosT-Effectiveness Of VaRious Washout Policies Versus No Washout Policy In Preventing Catheter Associated Complications In Adults Living With Long-Term Catheters,1.36172439,Professor Mohamed Abdel-Fattah,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
17/33/03,"Management of diarrhoea in patients with stable ulcerative colitis: multi-arm multi-stage trial of low FODMAP diet, amitriptyline, ondansetron, or loperamide (MODULATE)",0.96472789,Professor Alexander Ford,Oral and Gastrointestinal,TRUE,TRUE,FALSE,FALSE
17/94/31,Fluids Exclusively Enteral from Day 1 (FEED1): A randomised controlled trial of full milk feeds versus intravenous nutrition with gradual feeding for preterm infants (30-33 weeks gestational age),2.06296664,Professor Shalini Ojha,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
17/95/03,Proper Understanding of Recurrent Stress Urinary Incontinence Treatment in women (PURSUIT): A Randomised Controlled Trial of Endoscopic and Surgical Treatment,0.96684245,Professor Marcus Drake,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
17/42/02,Patient-reported outcome measures for monitoring primary care patients with depression: PROMDEP randomised controlled trial,1.76598622,Professor Anthony Kendrick,Mental Health,TRUE,TRUE,TRUE,FALSE
17/42/32,SMALL: Open surgery versus minimally invasive vacuum-assisted excision for small screen-detected breast cancer – a phase III randomised multi-centre trial,2.3191143700000003,Professor Stuart McIntosh,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
17/42/94,A pragmatic multicentre randomised controlled trial to assess the clinical and cost effectiveness of negative pressure wound therapy versus usual care for surgical wounds healing by secondary intention (SWHSI 2),2.00983059,Professor Ian Chetter,Skin,TRUE,TRUE,TRUE,FALSE
96/20/99,The ProtecT trial - evaluating the effectiveness of treatments for clinically localised prostate cancer,39.72244452,Professor Freddie Hamdy,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
97/10/99,The place of minimal access surgery amongst people  with gastro-oesophageal reflux disease - extended follow-up REFLUX-2,0.09701351,Professor Adrian Grant,Oral and Gastrointestinal,FALSE,TRUE,FALSE,FALSE
17/67/01,"Primary Antibiotic Prophylaxis using Cotrimoxazole to Prevent Spontaneous Bacterial Peritonitis in Cirrhosis

ACRONYM: ASEPTIC - Antibiotic SpontanEous PeritoniTIs Cirrhosis",2.207033,Professor Alastair O'Brien,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
17/70/01,Cost-effectiveness of earlier provision of powered mobility interventions for children with mobility limitations: evidence synthesis and economic model,0.24040872,Dr Nathan Bray,Generic Health Relevance,TRUE,FALSE,FALSE,FALSE
17/76/06,The role of different diets in children who are gastrostomy fed,0.46947724,Professor Lorna Fraser,Generic Health Relevance,TRUE,FALSE,FALSE,FALSE
17/83/01,"Biologics in refractory vasculitis (BIOVAS): A pragmatic, randomised, double-blind, placebo-controlled, modified-crossover trial of biologic therapy for refractory primary non-ANCA associated  vasculitis in adults and children",1.04212934,Professor David Jayne,"Cardiovascular,Inflammatory and Immune System",FALSE,TRUE,FALSE,FALSE
17/86/06,The clinical and cost-effectiveness of testing for Group B Streptococcus: a cluster randomised trial with economic and acceptability evaluations (GBS3),4.48284958,Professor Jane Daniels,"Infection,Reproductive Health and Childbirth",TRUE,TRUE,TRUE,FALSE
17/94/28,FIRST-line support for Assistance in Breathing in Children (FIRST-ABC): a master protocol of two randomised trials to evaluate the non-inferiority of high flow nasal cannula therapy versus continuous positive airway pressure for non-invasive respiratory support in paediatric critical care,1.37055232,Professor Padmanabhan Ramnarayan,Respiratory,TRUE,TRUE,TRUE,FALSE
17/94/36,"Individually randomised controlled multi-centre trial to determine the clinical and cost effectiveness of an adapted yoga programme for older adults with multimorbidity, including an embedded process evaluation",1.46324868,Professor Garry Tew,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
17/94/49,Work And Vocational advicE (WAVE) in primary care: a randomised controlled trial,1.563025,Professor Gwenllian Wynne-Jones,Generic Health Relevance,TRUE,TRUE,FALSE,TRUE
95/10/01,A randomised controlled trial of different knee prostheses,1.381371,Professor David Murray,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
95/10/501,A randomised controlled trial of different knee prostheses - extended follow-up,0.499926,Professor David Murray,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR127325,Calcium Supplementation for Prevention of Pre-eclampsia in High Risk Women: CaPE Trial,2.17697269,Dr Shireen Meher,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR127393,Hand-2: Needle fasciotomy versus limited fasciectomy for treatment of Dupuytren’s contractures of fingers: a randomised non-inferiority trial with an individual participant data network meta-analysis comparison with DISC (ISRCTN18254597) to compare outcomes after collagenase injections,1.5289951899999998,Honorary Professor Tim Davis,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
NIHR127398,The clinical effectiveness and cost effectiveness of surgery for early osteoarthritis of the hip and knee joint,0.54398464,Professor Andrew Price,Musculoskeletal,TRUE,FALSE,FALSE,TRUE
NIHR127440,"A randomised controlled trial assessing the effectiveness and cost effectiveness of thrice weekly, extended, in-centre nocturnal haemodialysis versus standard care using a mixed methods approach.",2.00432935,Professor James Burton,Renal and Urogenital,TRUE,TRUE,FALSE,FALSE
NIHR127510,Orthotics for Treatment of Symptomatic Flat Feet in Children (OSTRICH),1.50976416,Professor David Torgerson,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR127547,A Randomised Multiple Centre Trial of Conservative versus Liberal Oxygenation Targets in Critically Ill Children (Oxy-PICU),1.56737594,Professor Mark Peters,Generic Health Relevance,TRUE,TRUE,TRUE,TRUE
NIHR127739,"Suture fixation versus tension band wiring for simple olecranon fracture fixation: a multi-centre randomised controlled trial
(Simple Olecranon Fracture Fixation Trial (SOFFT))",1.82343244,Professor Adam Watts,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
NIHR127810,Routinely used interventions for improving attachment in infants and young children: an updated systematic review and comprehensive UK survey,0.19358039,Professor Barry Wright,Mental Health,TRUE,TRUE,FALSE,FALSE
NIHR127817,The HUmeral SHaft fracture trial (HUSH),1.33458402,Associate Professor Stephen Gwilym,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR127818,"ROTATE
Rotation of the fetal head at full cervical dilatation",1.7956295,Professor Dimitrios Siassakos,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR128226,Pharmacological management of seizures post traumatic brain injury (MAST trial),2.00540524,Professor Peter Hutchinson,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
NIHR128351,Nasal Oxygen Therapy After Cardiac Surgery (NOTACS): Effect of high-flow nasal therapy on patient-centred outcomes in patients at high risk of postoperative pulmonary complications after cardiac surgery. A multicentre randomised controlled trial.,1.70856864,Professor Andrew Klein,"Cardiovascular,Respiratory",TRUE,TRUE,TRUE,FALSE
NIHR128470,Strategies Used for Constipation in Children - Evidence Synthesis involving Stakeholders (SUCCESS),0.28172406,Professor Alex Todhunter-Brown,Oral and Gastrointestinal,TRUE,TRUE,FALSE,FALSE
NIHR128472,Stimulant Medication for ADHD and Tics - Understanding Response versus Non-stimulants (SATURN study): a randomised trial of the clinical and cost-effectiveness of methylphenidate versus guanfacine for ADHD in children and young people with a co-existing tic disorder,1.6288685,Professor Chris Hollis,Mental Health,TRUE,TRUE,FALSE,TRUE
NIHR128550,RCT of group CBT for men with intellectual and/or developmental disabilities and harmful sexual behaviour: the HaSB-IDD trial,1.54437706,Professor Glynis Murphy,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR128625,A randomised controlled trial of compression therapies for the treatment of venous leg ulcers.,2.0586547,Professor Jo Dumville,Cardiovascular,TRUE,TRUE,TRUE,FALSE
NIHR128694,"Cavernomas A Randomised Effectiveness (CARE) pilot trial, to address the effectiveness of active treatment (with neurosurgery or stereotactic radiosurgery) versus conservative management in people with symptomatic brain cavernoma",0.92338129,Professor Rustam Salman,"Cardiovascular,Neurological",TRUE,TRUE,TRUE,TRUE
NIHR128815,"A multicentre, randomised controlled trial of Laparoscopic versus Open Colorectal Surgery in the Acute Setting",1.61468471,Ms Deena Harji,Oral and Gastrointestinal,FALSE,TRUE,FALSE,FALSE
NIHR129175,COmBining memantine And cholinesterase inhibitors in Lewy body dementia treatment Trial (COBALT),1.92531867,Professor John-Paul Taylor/Professor Zuzana Walker,Neurological,TRUE,TRUE,TRUE,FALSE
NIHR127273,"In younger adults with unstable ankle fractures treated with close contact casting, is ankle function not worse than those treated with surgical intervention? The FAME Trial",1.67899258,Professor Xavier Griffin,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
NIHR127292,POINT: A multi-centre randomised trial of surgery versus non-surgical splint treatment for proximal phalanx shaft finger fractures in adults,1.0053875,Dr Alexia Karantana,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR129210,"Open-label randomised controlled trial of nicotine replacement therapy (NRT) for preloading, lapse recovery and smoking reduction: impact on smoking in pregnancy",2.00723877,Ms Miranda Clark/Professor Tim Coleman,"Cancer and neoplasms,Cardiovascular,Stroke,Respiratory",TRUE,TRUE,TRUE,FALSE
NIHR127385,"A comparison of fludrocortisone, midodrine or usual care to treat orthostatic hypotension – a multi-arm multi-stage randomised controlled trial: CONFORM-OH",0.95012101,Dr James Frith,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
NIHR129230,Pulpotomy for the management of irreversible pulpitis in mature teeth (Pulpotomy for Irreversible Pulpitis - PIP Trial),2.2004845,Professor Craig Ramsay/Professor Janet Clarkson,Oral and Gastrointestinal,TRUE,TRUE,FALSE,FALSE
NIHR129388,Exercise therapy for the treatment of tendinopathies: A mixed methods evidence synthesis,0.23682539,Professor Kay Cooper,Musculoskeletal,TRUE,FALSE,FALSE,FALSE
NIHR127457,Radiofrequency denervation for chronic and moderate to severe low back pain: The RADICAL trial,1.97542243,Professor Vikki Wylde,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR127460,Dual Bronchodilators In Bronchiectasis  Study(DIBS),1.19116092,Professor Anthony De-Soyza,Respiratory,TRUE,TRUE,TRUE,FALSE
NIHR129720,ATHENA: AmiTritypline for the prevention of post-HErpetic NeuralgiA,2.17141998,Professor Matthew Ridd,Infection,TRUE,TRUE,TRUE,TRUE
NIHR129780,ENHANCE-D - Enhancing Dental Health Advice,2.58799636,Professor Elaine McColl/Dr Richard Holliday,"Cancer and neoplasms,Cardiovascular,Respiratory,Stroke",TRUE,TRUE,TRUE,TRUE
NIHR127807,18/37 - Repair of digital nerve injury,0.78709556,Associate Professor Abhilash Jain/Mr Dominic Power,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR129804,Behavioural interventions to treat anxiety in adults with autism and moderate to severe intellectual disabilities (BEAMS – ID),0.18537184,Professor Peter Langdon,Mental Health,TRUE,FALSE,FALSE,FALSE
NIHR127873,Pragmatic randomised trial of High Or Standard PHosphAte Targets in End-stage kidney disease - The PHOSPHATE trial,1.88960994,Dr Rona Smith,Renal and Urogenital,FALSE,TRUE,FALSE,FALSE
NIHR129820,What is the clinical-effectiveness and cost-effectiveness of surgery with medial opening wedge high tibial osteotomy (HTO) compared with non-surgical treatment in the management of osteoarthritis (OA) of the knee in patients younger than 60 years? (MOTION Trial),1.8338049300000001,Mr Andrew Duckworth/Mr Anish Amin,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR128043,Partial Rotator Cuff Tear Repair Trial (PRO CURE Trial),0.629888,Professor Jonathan Rees,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR129917,Tranexamic acid for hyper acute spontaneous intracerebral haemorrhage TICH-3,4.6186062,Professor Nikola Sprigg,Stroke,FALSE,TRUE,FALSE,FALSE
NIHR128073,Stopping anticoagulation for isolated or incidental sub-segmental pulmonary embolism (STOPAPE),0.57893615,Professor Daniel Lasserson,Blood,TRUE,TRUE,TRUE,FALSE
NIHR128086,A randomised controlled trial of Paramedic Analgesia Comparing Ketamine and MorphiNe in trauma (PACKMaN),1.01101364,Dr Michael Smyth/Professor Gavin Perkins,Injuries and Accidents,TRUE,TRUE,TRUE,TRUE
NIHR128399,World Hip Trauma Evaluation - FRUITI: Fix or Replace Undisplaced Intracapsular fractures Trial of Interventions,1.97727204,Professor Xavier Griffin,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR130280,"Preventing stroke, premature death and cognitive decline in a broader community of patients with atrial fibrillation using healthcare data for pragmatic research (DaRe2THINK)",2.77511506,Professor Dipak Kotecha/Dr David Shukla,"Cardiovascular,Stroke,Neurological",TRUE,TRUE,TRUE,TRUE
NIHR130310,Deep infiltrating endometriosis: management by medical treatment versus early surgery: DIAMOND,0.67247176,Professor T Justin Clark/Professor Kevin Cooper,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
